Objekt;Abschnitt-Nr.;Meldergruppe;Einzelmelder;Kundentext;Anmerkung;Maßnahmentext;Plan-Nr.;Strukturierte Adresse;CAD-ID;Meldergruppentyp
7;30;546;2;KJP Tagesklinik Anbau Unterr. Schule ZwD;;;0;;;
7;30;546;3;KJP Tagesklinik Anbau Therapeut. Beh.ZwD;;;0;;;
7;30;546;4;KJP Tagesklinik Anbau Therapeut. Beh.ZwD;;;0;;;
7;30;546;5;KJP Tagesklinik Anbau Therapeut. Beh.ZwD;;;0;;;
7;30;546;6;KJP Tagesklinik Anbau Therapeut. Beh.ZwD;;;0;;;
7;30;546;7;KJP TagesklinikAnbau Auszeit Entspan.ZwD;;;0;;;
7;30;547;;KJP Tagesklinik Anbau Räume 1.16-1.21;;;0;;;
7;30;547;1;KJP Tagesklinik Anbau EDV/UVT;;;0;;;
7;30;547;2;KJP Tagesklinik Anbau Abstellraum;;;0;;;
7;30;547;3;KJP Tagesklinik Anbau Besprechung;;;0;;;
7;30;547;4;KJP Tagesklinik Anbau Therapeut. Behand.;;;0;;;
7;30;547;5;KJP Tagesklinik Anbau Arztdienst;;;0;;;
7;30;547;6;KJP Tagesklinik Anbau med. Untersuchung;;;0;;;
7;30;548;;KJP Tagesklinik Anbau Räume 1.12-1.19ZwD;;;0;;;
7;30;548;1;KJP Tagesklinik Anbau Besprechung ZwD;;;0;;;
7;30;548;2;KJP Tagesklinik Anbau Therapeut. Beh.ZwD;;;0;;;
7;30;548;3;KJP Tagesklinik Anbau Arztdienst ZwD;;;0;;;
7;30;548;4;KJP Tagesklinik Anbau med. Untersu. ZwD;;;0;;;
7;30;549;;Kinder u.Jugendphy. Musikhalle;;;0;;;
7;30;549;1;;;;0;;;
7;30;549;2;;;;0;;;
7;30;550;;Kinder u.Jugendphy. Musikhalle ZwD;;;0;;;
7;30;550;1;;;;0;;;
7;999;;;Freischaltelement;;;0;;;
7;999;528;;FSE KJPP;;;0;;;
7;999;528;1;;;;0;;;
8;;;;Haus Nord;;;0;;;
8;1;;;FAGSI Bürogebäude EG;;;0;;;
8;1;80004;;Flur rechte Seite EG;;;0;;;
8;1;80004;1;;;;0;;;
8;1;80005;;Büros linke Seite EG;;;0;;;
8;1;80005;1;;;;0;;;
8;1;80005;2;;;;0;;;
8;1;80005;3;;;;0;;;
8;1;80005;4;;;;0;;;
8;1;80005;5;;;;0;;;
8;1;80005;6;;;;0;;;
8;1;80006;;Büros linke Seite ZD EG;;;0;;;
8;1;80006;1;;;;0;;;
8;1;80006;2;;;;0;;;
8;1;80006;3;;;;0;;;
8;1;80006;4;;;;0;;;
8;1;80006;5;;;;0;;;
8;1;80006;6;;;;0;;;
8;1;80007;;Flur linke Seite EG;;;0;;;
8;1;80007;1;;;;0;;;
8;1;80007;2;;;;0;;;
8;1;80007;3;;;;0;;;
8;1;80008;;Flur linke Seite ZD EG;;;0;;;
8;1;80008;1;;;;0;;;
8;1;80008;2;;;;0;;;
8;1;80008;3;;;;0;;;
8;1;80009;;Büros linke Seite EG;;;0;;;
8;1;80009;1;;;;0;;;
8;1;80009;2;;;;0;;;
8;1;80009;3;;;;0;;;
8;1;80009;4;;;;0;;;
8;1;80010;;Büros linke Seite ZD EG;;;0;;;
8;1;80010;1;;;;0;;;
8;1;80010;2;;;;0;;;
8;1;80010;3;;;;0;;;
8;1;80010;4;;;;0;;;
8;1;80011;;Büros rechte Seite EG;;;0;;;
8;1;80011;1;;;;0;;;
8;1;80011;2;;;;0;;;
8;1;80011;3;;;;0;;;
8;1;80011;4;;;;0;;;
8;1;80011;5;;;;0;;;
8;1;80011;6;;;;0;;;
8;1;80012;;Büros rechte Seite ZD EG;;;0;;;
8;1;80012;1;;;;0;;;
8;1;80012;2;;;;0;;;
8;1;80012;3;;;;0;;;
8;1;80012;4;;;;0;;;
8;1;80012;5;;;;0;;;
8;1;80012;6;;;;0;;;
8;1;80013;;Technik rechte Seite EG;;;0;;;
8;1;80013;1;;;;0;;;
8;1;80015;;Technik rechte Seite EG;;;0;;;
8;1;80015;1;;;;0;;;
8;1;80017;;Flur rechte Seite EG;;;0;;;
8;1;80017;1;;;;0;;;
8;1;80017;2;;;;0;;;
8;1;80017;3;;;;0;;;
8;1;80018;;Flur rechte Seite ZD EG;;;0;;;
8;1;80018;1;;;;0;;;
8;1;80018;2;;;;0;;;
8;1;80018;3;;;;0;;;
8;1;80019;;Büros rechte Seite EG;;;0;;;
8;1;80019;1;;;;0;;;
8;1;80019;2;;;;0;;;
8;1;80019;3;;;;0;;;
8;1;80019;4;;;;0;;;
8;1;80019;5;;;;0;;;
8;1;80019;6;;;;0;;;
8;1;80019;7;;;;0;;;
8;1;80020;;Büros rechte Seite ZD EG;;;0;;;
8;1;80020;1;;;;0;;;
8;1;80020;2;;;;0;;;
8;1;80020;3;;;;0;;;
8;1;80020;4;;;;0;;;
8;1;80020;5;;;;0;;;
8;1;80020;6;;;;0;;;
8;1;80020;7;;;;0;;;
8;4;;;FAGSI Bürogebäude Treppenhaus;;;0;;;
8;4;80001;;Windfang / Treppenhaus EG;;;0;;;
8;4;80001;1;;;;0;;;
8;4;80001;2;;;;0;;;
8;4;80001;3;;;;0;;;
8;4;80002;;Windfang / Treppenhaus ZD EG;;;0;;;
8;4;80002;1;;;;0;;;
8;4;80002;2;;;;0;;;
8;4;80002;3;;;;0;;;
8;4;80003;;Windfang / Treppenhaus EG;;;0;;;
8;4;80003;1;;;;0;;;
8;5;;;Technische Meldungen;;;0;;;
8;5;80999;;Störung FAT/FBF in FAGSI;;;0;;;
8;5;80999;1;;;;0;;;
8;1000;;;FAGSI Bürogebäude1.OG;;;0;;;
8;1000;80101;;Flur linke Seite 1.OG;;;0;;;
8;1000;80101;1;;;;0;;;
8;1000;80102;;Flur rechte Seite 1.OG;;;0;;;
8;1000;80102;1;;;;0;;;
8;1000;80103;;Büros linke Seite 1.OG;;;0;;;
8;1000;80103;1;;;;0;;;
8;1000;80103;2;;;;0;;;
8;1000;80103;3;;;;0;;;
8;1000;80103;4;;;;0;;;
8;1000;80103;5;;;;0;;;
8;1000;80104;;Büros linke Seite ZD 1.OG;;;0;;;
8;1000;80104;1;;;;0;;;
8;1000;80104;2;;;;0;;;
8;1000;80104;3;;;;0;;;
8;1000;80104;4;;;;0;;;
8;1000;80104;5;;;;0;;;
8;1000;80105;;Flur linke Seite 1.OG;;;0;;;
8;1000;80105;1;;;;0;;;
8;1000;80105;2;;;;0;;;
8;1000;80105;3;;;;0;;;
8;1000;80106;;Flur linke Seite ZD 1.OG;;;0;;;
8;1000;80106;1;;;;0;;;
8;1000;80106;2;;;;0;;;
8;1000;80106;3;;;;0;;;
8;1000;80107;;Büros linke Seite 1.OG;;;0;;;
8;1000;80107;1;;;;0;;;
8;1000;80107;2;;;;0;;;
8;1000;80107;3;;;;0;;;
8;1000;80107;4;;;;0;;;
8;1000;80107;5;;;;0;;;
8;1000;80108;;Büros linke Seite ZD 1.OG;;;0;;;
8;1000;80108;1;;;;0;;;
8;1000;80108;2;;;;0;;;
8;1000;80108;3;;;;0;;;
8;1000;80108;4;;;;0;;;
8;1000;80108;15;;;;0;;;
8;1000;80109;;Büros rechte Seite 1.OG;;;0;;;
8;1000;80109;1;;;;0;;;
8;1000;80109;2;;;;0;;;
8;1000;80109;3;;;;0;;;
8;1000;80109;4;;;;0;;;
8;1000;80109;5;;;;0;;;
8;1000;80109;6;;;;0;;;
8;1000;80110;;Büros rechte Seite ZD 1.OG;;;0;;;
8;1000;80110;1;;;;0;;;
8;1000;80110;2;;;;0;;;
8;1000;80110;3;;;;0;;;
8;1000;80110;4;;;;0;;;
8;1000;80110;5;;;;0;;;
8;1000;80110;6;;;;0;;;
8;1000;80111;;Technik rechte Seite 1.OG;;;0;;;
8;1000;80111;1;;;;0;;;
8;1000;80113;;Flur rechte Seite 1.OG;;;0;;;
8;1000;80113;1;;;;0;;;
8;1000;80113;2;;;;0;;;
8;1000;80113;3;;;;0;;;
8;1000;80114;;Flur rechte Seite ZD 1.OG;;;0;;;
8;1000;80114;1;;;;0;;;
8;1000;80114;2;;;;0;;;
8;1000;80114;3;;;;0;;;
8;1000;80115;;Büros rechte Seite 1.OG;;;0;;;
8;1000;80115;1;;;;0;;;
8;1000;80115;2;;;;0;;;
8;1000;80115;3;;;;0;;;
8;1000;80115;4;;;;0;;;
8;1000;80115;5;;;;0;;;
8;1000;80115;6;;;;0;;;
8;1000;80115;7;;;;0;;;
8;1000;80116;;Büros rechte Seite ZD 1.OG;;;0;;;
8;1000;80116;1;;;;0;;;
8;1000;80116;2;;;;0;;;
8;1000;80116;3;;;;0;;;
8;1000;80116;4;;;;0;;;
8;1000;80116;5;;;;0;;;
8;1000;80116;6;;;;0;;;
8;1000;80116;7;;;;0;;;
8;1001;;;FAGSI Bürogebäude 2.OG;;;0;;;
8;1001;80201;;Flur linke Seite 2.OG;;;0;;;
8;1001;80201;1;;;;0;;;
8;1001;80202;;Flur rechte Seite 2.OG;;;0;;;
8;1001;80202;1;;;;0;;;
8;1001;80203;;Büros linke Seite 2.OG;;;0;;;
8;1001;80203;1;;;;0;;;
8;1001;80203;2;;;;0;;;
8;1001;80203;3;;;;0;;;
8;1001;80203;4;;;;0;;;
8;1001;80203;5;;;;0;;;
8;1001;80203;6;;;;0;;;
8;1001;80203;7;;;;0;;;
8;1001;80204;;Büros linke Seite ZD 2.OG;;;0;;;
8;1001;80204;1;;;;0;;;
8;1001;80204;2;;;;0;;;
8;1001;80204;3;;;;0;;;
8;1001;80204;4;;;;0;;;
8;1001;80204;5;;;;0;;;
8;1001;80204;6;;;;0;;;
8;1001;80204;7;;;;0;;;
8;1001;80205;;Flur linke Seite 2.OG;;;0;;;
8;1001;80205;1;;;;0;;;
8;1001;80205;2;;;;0;;;
8;1001;80205;3;;;;0;;;
8;1001;80206;;Flur linke Seite ZD 2.OG;;;0;;;
8;1001;80206;1;;;;0;;;
8;1001;80206;2;;;;0;;;
8;1001;80206;3;;;;0;;;
8;1001;80207;;Büros linke Seite 2.OG;;;0;;;
8;1001;80207;1;;;;0;;;
8;1001;80207;2;;;;0;;;
8;1001;80207;3;;;;0;;;
8;1001;80207;4;;;;0;;;
8;1001;80207;5;;;;0;;;
8;1001;80208;;Büros linke Seite ZD 2.OG;;;0;;;
8;1001;80208;1;;;;0;;;
8;1001;80208;2;;;;0;;;
8;1001;80208;3;;;;0;;;
8;1001;80208;4;;;;0;;;
8;1001;80208;5;;;;0;;;
8;1001;80209;;Büros rechte Seite 2.OG;;;0;;;
8;1001;80209;1;;;;0;;;
8;1001;80209;2;;;;0;;;
8;1001;80209;3;;;;0;;;
8;1001;80209;4;;;;0;;;
8;1001;80209;5;;;;0;;;
8;1001;80209;6;;;;0;;;
8;1001;80210;;Büros rechte Seite ZD 2.OG;;;0;;;
8;1001;80210;1;;;;0;;;
8;1001;80210;2;;;;0;;;
8;1001;80210;3;;;;0;;;
8;1001;80210;4;;;;0;;;
8;1001;80210;5;;;;0;;;
8;1001;80210;6;;;;0;;;
8;1001;80211;;Technik rechte Seite 2.OG;;;0;;;
8;1001;80211;1;;;;0;;;
8;1001;80213;;Technik rechte Seite 2.OG;;;0;;;
8;1001;80213;1;;;;0;;;
8;1001;80215;;Flur rechte Seite 2.OG;;;0;;;
8;1001;80215;1;;;;0;;;
8;1001;80215;2;;;;0;;;
8;1001;80215;3;;;;0;;;
8;1001;80216;;Flur rechte Seite ZD 2.OG;;;0;;;
8;1001;80216;1;;;;0;;;
8;1001;80216;2;;;;0;;;
8;1001;80216;3;;;;0;;;
8;1001;80217;;Büros rechte Seite 2.OG;;;0;;;
8;1001;80217;1;;;;0;;;
8;1001;80217;2;;;;0;;;
8;1001;80217;3;;;;0;;;
8;1001;80217;4;;;;0;;;
8;1001;80217;5;;;;0;;;
8;1001;80217;6;;;;0;;;
8;1001;80217;7;;;;0;;;
8;1001;80218;;Büros rechte Seite ZD 2.OG;;;0;;;
8;1001;80218;1;;;;0;;;
8;1001;80218;2;;;;0;;;
8;1001;80218;3;;;;0;;;
8;1001;80218;4;;;;0;;;
8;1001;80218;5;;;;0;;;
8;1001;80218;6;;;;0;;;
8;1001;80218;7;;;;0;;;
81;;;;Brandalarm Haus Nord;;;0;;;
81;1002;;;Brandalarm Haus Nord;;;0;;;
81;1002;80000;;Brandalarm Haus Nord;;;0;;;
81;1002;80000;1;;;;0;;;
