Objekt;Abschnitt-Nr.;Meldergruppe;Einzelmelder;Kundentext;Anmerkung;Maßnahmentext;Plan-Nr.;Strukturierte Adresse;CAD-ID;Meldergruppentyp
2;13;23112;4;;;;0;;;
2;13;23112;5;;;;0;;;
2;13;23112;6;;;;0;;;
2;13;23112;7;;;;0;;;
2;13;23112;8;;;;0;;;
2;13;23113;;Bauteil3.TA 1.OG Station151 Raeume ZwD;;;0;;;
2;13;23113;1;;;;0;;;
2;13;23113;2;;;;0;;;
2;13;23113;3;;;;0;;;
2;13;23113;4;;;;0;;;
2;13;23113;5;;;;0;;;
2;13;23113;6;;;;0;;;
2;13;23113;7;;;;0;;;
2;13;23113;8;;;;0;;;
2;13;24100;;Bauteil 4.TA Flur links 1.OG;;;0;;;
2;13;24100;1;;;;0;;;
2;13;24100;2;;;;0;;;
2;13;24100;3;;;;0;;;
2;13;24101;;Bauteil 4.TA Flur links 1.OG ZwD;;;0;;;
2;13;24101;1;;;;0;;;
2;13;24101;2;;;;0;;;
2;13;24101;3;;;;0;;;
2;13;24102;;Bauteil  4.TA Flur rechts 1.OG;;;0;;;
2;13;24102;1;;;;0;;;
2;13;24102;2;;;;0;;;
2;13;24102;3;;;;0;;;
2;13;24103;;Bauteil  4.TA Flur rechts 1.OG ZwD;;;0;;;
2;13;24103;1;;;;0;;;
2;13;24103;2;;;;0;;;
2;13;24104;;Bauteil  4.TA Raum 1.OG ;;;0;;;
2;13;24104;1;;;;0;;;
2;13;24105;;Bauteil  4.TA Personalraum / Teekueche;;;0;;;
2;13;24105;1;Bauteil  4.TA Personalraum;;;0;;;
2;13;24105;2;Bauteil  4.TA Teekueche;;;0;;;
2;14;;;BMA Bauteil 1.TA bis 5.TA  2.OG;;;0;;;
2;14;104;;1.TA  2.OG Flur;;;0;;;
2;14;104;1;;;;0;;;
2;14;114;;Bauteil  1.TA Lueftungszentrale  2.OG;;;0;;;
2;14;114;1;;;;0;;;
2;14;132;;Bauteil  2.TA Flur 2.OG;;;0;;;
2;14;132;1;;;;0;;;
2;14;132;2;;;;0;;;
2;14;132;3;;;;0;;;
2;14;132;4;;;;0;;;
2;14;132;5;;;;0;;;
2;14;133;;Bauteil   2.TA Flur 2.OG;;;0;;;
2;14;133;1;;;;0;;;
2;14;133;2;;;;0;;;
2;14;133;3;;;;0;;;
2;14;137;;Bauteil 3.TA Arztzimmer 2.OG;;;0;;;
2;14;137;1;;;;0;;;
2;14;147;;Bauteil   2.TA Flur 2.OG;;;0;;;
2;14;147;1;;;;0;;;
2;14;147;2;;;;0;;;
2;14;147;3;;;;0;;;
2;14;147;4;;;;0;;;
2;14;147;5;;;;0;;;
2;14;147;6;;;;0;;;
2;14;187;;Bauteil   4.TA Flur rechts 2.OG;;;0;;;
2;14;187;1;;;;0;;;
2;14;187;2;;;;0;;;
2;14;187;3;;;;0;;;
2;14;187;4;;;;0;;;
2;14;188;;Bauteil   4.TA Flur links 2.OG;;;0;;;
2;14;188;1;;;;0;;;
2;14;188;2;;;;0;;;
2;14;188;3;;;;0;;;
2;14;290;;Bauteil 5.TA   2.OG Flur;;;0;;;
2;14;290;1;;;;0;;;
2;14;293;;Bauteil 5.TA   2.OG Flur/Raeume;;;0;;;
2;14;293;1;;;;0;;;
2;14;293;2;;;;0;;;
2;14;293;3;;;;0;;;
2;14;293;4;Bauteil 5.TA  2.OG Flur  Zwischendecke;;;0;;;
2;14;293;5;;;;0;;;
2;14;293;6;Bauteil 5.TA  2.OG Flur  Zwischendecke;;;0;;;
2;14;293;7;;;;0;;;
2;14;293;8;Bauteil 5.TA  2.OG Flur  Zwischendecke;;;0;;;
2;14;293;9;;;;0;;;
2;14;293;10;Bauteil 5.TA  2.OG Flur  Zwischendecke;;;0;;;
2;14;293;11;;;;0;;;
2;14;293;12;;;;0;;;
2;14;294;;Bauteil 5.TA   2.OG Flur/Raeume;;;0;;;
2;14;294;1;;;;0;;;
2;14;294;2;;;;0;;;
2;14;294;3;Bauteil 5.TA  2.OG Flur  Zwischendecke;;;0;;;
2;14;294;4;;;;0;;;
2;14;295;;Bauteil 5.TA   2.OG Flur;;;0;;;
2;14;295;1;;;;0;;;
2;14;296;;Bauteil 5.TA   2.OG Flur/Raeume;;;0;;;
2;14;296;1;Bauteil 5.TA  2.OG Flur  Zwischendecke;;;0;;;
2;14;296;2;;;;0;;;
2;14;296;3;;;;0;;;
2;14;296;4;Bauteil 5.TA  2.OG Flur  Zwischendecke;;;0;;;
2;14;296;5;;;;0;;;
2;14;296;6;Bauteil 5.TA  2.OG Flur  Zwischendecke;;;0;;;
2;14;296;7;;;;0;;;
2;14;296;8;Bauteil 5.TA  2.OG Flur  Zwischendecke;;;0;;;
2;14;296;9;;;;0;;;
2;14;296;10;;;;0;;;
2;14;296;11;;;;0;;;
2;14;296;12;;;;0;;;
2;14;610;;1.TA  2.OG Flur;;;0;;;
2;14;610;1;;;;0;;;
2;14;610;2;;;;0;;;
2;14;610;3;;;;0;;;
2;14;610;4;;;;0;;;
2;14;610;5;;;;0;;;
2;14;610;6;;;;0;;;
2;14;610;7;;;;0;;;
2;14;610;8;;;;0;;;
2;14;610;9;;;;0;;;
2;14;611;;1.TA  2.OG Flur Zwischendecke;;;0;;;
2;14;611;1;;;;0;;;
2;14;611;2;;;;0;;;
2;14;611;3;;;;0;;;
2;14;611;4;;;;0;;;
2;14;611;5;;;;0;;;
2;14;611;6;;;;0;;;
2;14;611;7;;;;0;;;
2;14;611;8;;;;0;;;
2;14;612;;1.TA  2.OG Station 231;;;0;;;
2;14;612;1;Behandlung IV;;;0;;;
2;14;612;2;Behandlung III;;;0;;;
2;14;612;3;Anmeldung;;;0;;;
2;14;612;4;Besprechungsraum;;;0;;;
2;14;612;5;Abrechnung;;;0;;;
2;14;612;6;Aerzte EDV;;;0;;;
2;14;612;7;Kueche;;;0;;;
2;14;612;8;Grosser Besprechungsraum;;;0;;;
2;14;612;9;Grosser Besprechungsraum;;;0;;;
2;14;612;10;Buero Arzt;;;0;;;
2;14;612;11;Sekretariat;;;0;;;
2;14;612;12;Behandlung V;;;0;;;
2;14;612;13;Wartezimmer;;;0;;;
2;14;612;14;Roentgenraum;;;0;;;
2;14;612;15;Behandlung II;;;0;;;
2;14;612;16;Wartezimmer;;;0;;;
2;14;612;17;Behandlung I;;;0;;;
2;14;612;18;Zahnlabor;;;0;;;
2;14;612;19;Spuele;;;0;;;
2;14;613;;1.TA  2.OG Station 231 E.V.3.81-AV;;;0;;;
2;14;613;1;;;;0;;;
2;14;614;;1.TA  2.OG Station 231 E.V.3.80-SV;;;0;;;
2;14;614;1;;;;0;;;
2;14;23201;;Bauteil 3.TA Arztzimmer 2.OG ZwD;;;0;;;
2;14;23201;1;;;;0;;;
2;15;;;BMA Bauteil 1.TA bis 5.TA  3.OG;;;0;;;
2;15;9;;Bauteil 5.TA   3.OG Flur;;;0;;;
2;15;9;1;;;;0;;;
2;15;10;;Bauteil 5.TA   3.OG Flur/Raeume;;;0;;;
2;15;10;1;Bauteil 5.TA   3.OG Flur/Raeume ZD;;;0;;;
2;15;10;2;;;;0;;;
2;15;10;3;Bauteil 5.TA   3.OG Flur/Raeume ZD;;;0;;;
2;15;10;4;;;;0;;;
2;15;10;5;Bauteil 5.TA   3.OG Flur/Raeume ZD;;;0;;;
2;15;10;6;;;;0;;;
2;15;10;7;Bauteil 5.TA   3.OG Flur/Raeume ZD;;;0;;;
2;15;10;8;;;;0;;;
2;15;10;9;Bauteil 5.TA   3.OG Flur/Raeume ZD;;;0;;;
2;15;10;10;;;;0;;;
2;15;10;11;;;;0;;;
2;15;10;12;;;;0;;;
2;15;10;13;;;;0;;;
2;15;19;;Bauteil 5.TA   3.OG Flur;;;0;;;
2;15;19;1;;;;0;;;
2;15;20;;Bauteil 5.TA   3.OG Flur/Raeume;;;0;;;
2;15;20;1;;;;0;;;
2;15;20;2;;;;0;;;
2;15;20;3;;;;0;;;
2;15;20;4;;;;0;;;
2;15;20;5;;;;0;;;
2;15;20;6;;;;0;;;
2;15;20;7;Bauteil 5.TA   3.OG Flur/Raeume ZD;;;0;;;
2;15;20;8;;;;0;;;
2;15;20;9;;;;0;;;
2;15;20;10;Bauteil 5.TA   3.OG Flur/Raeume ZD;;;0;;;
2;15;20;11;;;;0;;;
2;15;20;12;Bauteil 5.TA   3.OG Flur/Raeume ZD;;;0;;;
2;15;20;13;;;;0;;;
2;15;20;14;Bauteil 5.TA   3.OG Flur/Raeume ZD;;;0;;;
2;15;20;15;;;;0;;;
2;15;20;16;;;;0;;;
2;15;20;17;;;;0;;;
2;15;20;18;;;;0;;;
2;15;103;;Bauteil 1.TA Flur 3.OG;;;0;;;
2;15;103;1;;;;0;;;
2;15;113;;Bauteil 1.TA Flur 3.OG;;;0;;;
2;15;113;1;;;;0;;;
2;15;113;2;;;;0;;;
2;15;113;3;;;;0;;;
2;15;113;4;;;;0;;;
2;15;113;5;;;;0;;;
2;15;113;7;;;;0;;;
2;15;119;;Bauteil 1.TA Flur 3.OG ZWD;;;0;;;
2;15;119;1;;;;0;;;
2;15;119;2;;;;0;;;
2;15;119;3;;;;0;;;
2;15;119;4;;;;0;;;
2;15;119;5;;;;0;;;
2;15;119;6;;;;0;;;
2;15;130;;Bauteil 1.TA 3.OG St. 341 E-Verteilung;;;0;;;
2;15;130;1;;;;0;;;
2;15;138;;Bauteil 3.TA Flur 3.OG/DG;;;0;;;
2;15;138;1;;;;0;;;
2;15;138;2;;;;0;;;
2;15;138;3;;;;0;;;
2;15;138;4;;;;0;;;
2;15;138;5;;;;0;;;
2;15;148;;Bauteil 2.TA Flur 3.OG/DG;;;0;;;
2;15;148;1;;;;0;;;
2;15;148;2;;;;0;;;
2;15;148;3;;;;0;;;
2;15;148;4;;;;0;;;
2;15;191;;Bauteil 4.TA Flur 3.OG/DG;;;0;;;
2;15;191;1;;;;0;;;
2;15;191;2;;;;0;;;
2;15;191;3;;;;0;;;
2;15;191;4;;;;0;;;
2;15;191;5;;;;0;;;
2;15;191;6;;;;0;;;
2;15;192;;Bauteil 4.TA Lueftung/Klima 3.OG/DG;;;0;;;
2;15;192;1;;;;0;;;
2;15;204;;Bauteil 3.TA Flur 3.OG/DG;;;0;;;
2;15;204;1;;;;0;;;
2;15;204;2;;;;0;;;
2;15;204;3;;;;0;;;
2;15;204;4;;;;0;;;
2;15;205;;Bauteil 3.TA Flur Treppenhaus3.OG/DG;;;0;;;
2;15;205;1;;;;0;;;
2;15;24301;;Bauteil. 4.TA Flur /Therapie 3.OG  ;;;0;;;
2;15;24301;1;;;;0;;;
2;15;24301;2;;;;0;;;
2;15;24302;;Bauteil 4.TA Flur / Therapie 3.OG ZWD;;;0;;;
2;15;24302;1;;;;0;;;
2;15;24302;2;;;;0;;;
2;15;24302;3;;;;0;;;
2;15;24302;4;;;;0;;;
2;16;;;BMA Bauteil 1.TA bis 5.TA  4.OG+DG;;;0;;;
2;16;111;;Bauteil   1.TA Lueftungszentrale 4.OG;;;0;;;
2;16;111;1;;;;0;;;
2;16;112;;Bauteil   1.TA Aufzugszentrale 4.OG;;;0;;;
2;16;112;1;;;;0;;;
2;16;231;;Bauteil   1.TA Pathlogie 4.OG;;;0;;;
2;16;231;1;;;;0;;;
2;16;231;2;;;;0;;;
2;16;231;3;;;;0;;;
2;16;231;4;;;;0;;;
2;16;231;5;;;;0;;;
2;16;231;6;;;;0;;;
2;16;231;7;;;;0;;;
2;16;231;8;;;;0;;;
2;16;231;9;;;;0;;;
2;16;232;;Bauteil   1.TA Pathlogie 4.OG;;;0;;;
2;16;232;1;;;;0;;;
2;16;233;;Bauteil   1.TA Dachboden Technikr.;;;0;;;
2;16;233;1;;;;0;;;
2;16;233;2;;;;0;;;
2;16;234;;Bauteil   1.TA Vorflur 4.OG;;;0;;;
2;16;234;1;;;;0;;;
2;16;235;;Bauteil   1.TA Vorflur 4.OG;;;0;;;
2;16;235;1;;;;0;;;
2;16;236;;Bauteil 1.TA Tumordoku. Bueros 4.OG;;;0;;;
2;16;236;1;Bauteil 1.TA Tumordoku. Flur 4.OG;;;0;;;
2;16;236;2;Bauteil 1.TA Tumordoku. Flur 4.OG;;;0;;;
2;16;236;3;;;;0;;;
2;16;236;4;Bauteil 1.TA Tumordoku. Rechnung 4.OG;;;0;;;
2;16;236;5;Bauteil 1.TA Tumordoku. Archiv 4.OG;;;0;;;
2;16;236;6;;;;0;;;
2;16;236;7;;;;0;;;
2;16;236;8;;;;0;;;
2;16;236;9;;;;0;;;
2;16;236;10;Bauteil 1.TA Tumordoku. Teekueche 4.OG;;;0;;;
2;16;236;11;;;;0;;;
2;16;236;12;;;;0;;;
2;16;236;13;;;;0;;;
2;16;236;14;;;;0;;;
2;16;236;15;;;;0;;;
2;16;249;;Bauteil 5.TA   Dachgeschoss Spitzboden;;;0;;;
2;16;249;1;;;;0;;;
2;16;249;2;;;;0;;;
2;16;249;3;;;;0;;;
2;16;249;4;;;;0;;;
2;16;249;5;;;;0;;;
2;16;249;6;;;;0;;;
2;16;297;;Bauteil 5.TA   4.OG Flur;;;0;;;
2;16;297;1;;;;0;;;
2;16;297;2;;;;0;;;
2;16;298;;Bauteil 5.TA   4.OG Flur/Raeume;;;0;;;
2;16;298;1;;;;0;;;
2;16;298;2;;;;0;;;
2;16;298;3;;;;0;;;
2;16;298;4;;;;0;;;
2;16;298;5;;;;0;;;
2;16;300;;Bauteil 5.TA   4.OG Flur/Raeume;;;0;;;
2;16;300;1;;;;0;;;
2;16;300;2;;;;0;;;
2;16;300;3;;;;0;;;
2;16;300;4;;;;0;;;
2;16;300;5;;;;0;;;
2;16;300;6;;;;0;;;
2;16;300;7;;;;0;;;
2;16;300;8;;;;0;;;
2;17;;;BMA Bauteile Verwaltung und Kueche;;;0;;;
2;17;24;;Bauteil  Kueche Untergeschoss;;;0;;;
2;17;24;1;;;;0;;;
2;17;26;;Bauteil  Kueche/Flur Untergeschoss;;;0;;;
2;17;26;1;;;;0;;;
2;17;26;2;;;;0;;;
2;17;28;;Bauteil  Kueche/Flur Erdgeschoss;;;0;;;
2;17;28;1;;;;0;;;
2;17;31;;Bauteil  KuecheFlur /Speiser. EG;;;0;;;
2;17;31;1;;;;0;;;
2;17;31;2;;;;0;;;
2;17;32;;Bauteil Kueche Treppenhaus 2.OG;;;0;;;
2;17;32;1;;;;0;;;
2;17;206;;Bauteil Verwaltung EDV Erdgeschoss;;;0;;;
2;17;206;1;;;;0;;;
2;17;206;2;;;;0;;;
2;17;206;3;;;;0;;;
2;17;206;4;;;;0;;;
2;17;206;5;;;;0;;;
2;17;206;6;;;;0;;;
2;17;206;7;;;;0;;;
2;17;206;8;;;;0;;;
2;17;206;9;;;;0;;;
2;17;206;10;;;;0;;;
2;17;206;11;;;;0;;;
2;17;207;;Bauteil Verwaltung USV RaumErdgeschoss;;;0;;;
2;17;207;1;;;;0;;;
2;17;208;;Bauteil Verwaltung Kopierraum OG;;;0;;;
2;17;208;1;;;;0;;;
2;17;605;;Bauteil Kueche Kantine 1.OG;;;0;;;
2;17;605;1;;;;0;;;
2;17;605;2;;;;0;;;
2;17;605;3;;;;0;;;
2;17;605;4;;;;0;;;
2;17;605;5;;;;0;;;
2;17;605;6;;;;0;;;
2;17;605;7;;;;0;;;
2;17;605;8;;;;0;;;
2;17;605;9;;;;0;;;
2;17;605;10;;;;0;;;
2;17;605;11;;;;0;;;
2;17;605;12;;;;0;;;
2;17;605;13;;;;0;;;
2;17;605;14;;;;0;;;
2;18;;;BMA Bauteil 1.TA bis 5.TA  Handmelder;;;0;;;
2;18;102;;Bauteil   1.TA Treppenhaus 1.OG-3.OG;;;0;;;
2;18;102;1;;;;0;;;
2;18;102;2;;;;0;;;
2;18;102;3;;;;0;;;
2;18;134;;Bauteil   2.TA Treppenhaus UG-3.OG;;;0;;;
2;18;134;1;;;;0;;;
2;18;134;2;;;;0;;;
2;18;134;3;;;;0;;;
2;18;134;4;;;;0;;;
2;18;134;5;;;;0;;;
2;18;143;;Bauteil   2.TA Treppenhaus UG-DG;;;0;;;
2;18;143;1;;;;0;;;
2;18;143;2;;;;0;;;
2;18;143;3;;;;0;;;
2;18;143;4;;;;0;;;
2;18;143;5;;;;0;;;
2;18;193;;Bauteil   4.TA Flur Treppenhaus UG-DG;;;0;;;
2;18;193;1;;;;0;;;
2;18;193;2;;;;0;;;
2;18;193;3;;;;0;;;
2;18;193;4;;;;0;;;
2;18;193;5;;;;0;;;
2;18;240;;Bauteil 5.TA EG Treppenhaus;;;0;;;
2;18;240;1;;;;0;;;
2;18;245;;Bauteil 5.TA EG Treppenhaus;;;0;;;
2;18;245;1;;;;0;;;
5;;;;BMA Kinderklinik;;;0;;;
5;501;;;Kinderklinik Untergeschoss;;;0;5 01;;
5;501;301;;Kinderklinik UG EDV/FM Raum U610;;;0;;;
5;501;301;1;;;;0;;;
5;501;302;;Kinderklinik UG Flur Raum U662-U667;;;0;;;
5;501;302;1;;;;0;;;
5;501;302;2;;;;0;;;
5;501;302;3;;;;0;;;
5;501;302;4;;;;0;;;
5;501;302;5;;;;0;;;
5;501;302;6;;;;0;;;
5;501;302;7;;;;0;;;
5;501;302;8;;;;0;;;
5;501;302;9;;;;0;;;
5;501;302;10;;;;0;;;
5;501;302;11;;;;0;;;
5;501;303;;Kinderklinik UG Lager Anlief.Raum U654;;;0;;;
5;501;303;1;;;;0;;;
5;501;304;;Kinderklinik UG Betten Rein Raum U641;;;0;;;
5;501;304;1;;;;0;;;
5;501;304;2;;;;0;;;
5;501;305;;Kinderklinik UG BettenUnrein Raum U639;;;0;;;
5;501;305;1;;;;0;;;
5;501;305;2;;;;0;;;
5;501;306;;Kinderklinik UG Elt.Raum U616;;;0;;;
5;501;306;1;;;;0;;;
5;501;307;;Kinderklinik UG Herren Umkleide  U610;;;0;;;
5;501;307;1;;;;0;;;
5;501;308;;Kinderklinik UG Arzt/Raucher Raum U633;;;0;;;
5;501;308;1;;;;0;;;
5;501;308;2;;;;0;;;
5;501;309;;Kinderklinik UG Foyer Raum U661;;;0;;;
5;501;309;1;;;;0;;;
5;501;309;2;;;;0;;;
5;501;309;3;;;;0;;;
5;501;309;4;;;;0;;;
5;501;310;;Kinderklinik UG Flur Raum U607;;;0;;;
5;501;310;1;;;;0;;;
5;501;310;2;;;;0;;;
5;501;310;3;;;;0;;;
5;501;311;;Kinderklinik UG HVT Raum U661a;;;0;;;
5;501;311;1;;;;0;;;
5;501;312;;Kinderklinik UG Flur Raum U600;;;0;;;
5;501;312;1;;;;0;;;
5;501;313;;Kinderklinik UG Med. Gas;;;0;;;
5;501;313;1;;;;0;;;
5;501;314;;Kinderklinik UG Waeschevers.Raum U603;;;0;;;
5;501;314;1;;;;0;;;
5;501;314;2;;;;0;;;
5;501;314;3;;;;0;;;
5;501;314;4;;;;0;;;
5;501;315;;Kinderklinik UG Waeschevers.Raum U601;;;0;;;
5;501;315;1;;;;0;;;
5;501;315;2;;;;0;;;
5;501;316;;Kinderklinik UG Geraetelag. Raum U608a;;;0;;;
5;501;316;1;;;;0;;;
5;501;317;;Kinderklinik UG Kinderbibio.Raum U630;;;0;;;
5;501;317;1;;;;0;;;
5;501;317;2;;;;0;;;
5;501;318;;Kinderklinik UG Aerztebibio.Raum U628;;;0;;;
5;501;318;1;;;;0;;;
5;501;318;2;;;;0;;;
5;501;319;;Kinderklinik UG Flur Bibiot.Raum U665a;;;0;;;
5;501;319;1;;;;0;;;
5;501;319;2;;;;0;;;
5;501;319;3;;;;0;;;
5;501;319;4;;;;0;;;
5;501;320;;Kinderklinik UG Lager Raum U630a;;;0;;;
5;501;320;1;;;;0;;;
5;501;321;;Kinderklinik UG Flur Milchk.Raum U668;;;0;;;
5;501;321;1;;;;0;;;
5;501;321;2;;;;0;;;
5;501;321;3;;;;0;;;
5;501;322;;Kinderklinik UG Flur Anlief.Raum U647;;;0;;;
5;501;322;1;;;;0;;;
5;501;322;2;;;;0;;;
5;501;322;3;;;;0;;;
5;501;323;;Kinderklinik UG Umkl. Damen Raum U651;;;0;;;
5;501;323;1;;;;0;;;
5;501;323;2;;;;0;;;
5;501;324;;Kinderklinik UG Umkl. Damen Raum U648;;;0;;;
5;501;324;1;;;;0;;;
5;501;382;;Kinderklinik UG Flur Foyer Raum U661;;;0;;;
5;501;382;1;;;;0;;;
5;501;386;;Kinderkl.UG Flur Raum U.665;;;0;;;
5;501;386;1;;;;0;;;
5;501;387;;Kinderkl.UG Flur Raum U.668;;;0;;;
5;501;387;1;;;;0;;;
5;501;402;;Kinderklinik UG Baerenclub 2  R. U.627;;;0;;;
5;501;402;1;;;;0;;;
5;501;405;;Kinderklinik UG Batterierraum;;;0;;;
5;501;405;1;;;;0;;;
5;501;406;;Kinderklinik UG Vakuum Raum U604/05;;;0;;;
5;501;406;1;;;;0;;;
5;501;33901;;Kinderklinik UG Pumi/Technikräume;;;0;;;
5;501;33901;1;;;;0;;;
5;501;33901;2;;;;0;;;
5;501;33901;3;;;;0;;;
5;501;33902;;Kinderklinik UG Arzt/Pumi ZwD;;;0;;;
5;501;33902;1;;;;0;;;
5;501;33902;2;;;;0;;;
5;501;33904;;Kinderklinik UG Milchküche Flur ZwD;;;0;;;
5;501;33904;1;Kinderklinik UG Milchküche Flur ZwD;;;0;;;
5;501;33904;2;Kinderklinik UG Milchküche Flur ZwD;;;0;;;
5;501;33905;;Kinderklinik UG Milchküche;;;0;;;
5;501;33905;2;Kinderklinik UG R. U.643;;;0;;;
5;501;33905;3;Kinderklinik UG R. U.643a;;;0;;;
5;501;33905;4;Kinderklinik UG R. U.643a Schacht;;;0;;;
5;501;33905;5;Kinderklinik UG R. U.643;;;0;;;
5;501;33905;6;Kinderklinik UG R. U.644;;;0;;;
5;501;33906;;Kinderklinik UG Milchküche ZwD;;;0;;;
5;501;33906;2;Kinderklinik UG R. U.643 ZwD;;;0;;;
5;501;33906;3;Kinderklinik UG R. U.643a ZwD;;;0;;;
5;501;33906;4;Kinderklinik UG R. U.643 ZwD;;;0;;;
5;501;33906;5;Kinderklinik UG R. U.644 ZwD;;;0;;;
5;502;;;Kinderklinik Erdgeschoss;;;0;5 02;;
5;502;325;;Kinderklinik EG FM/EDV Raum E623;;;0;;;
5;502;325;1;;;;0;;;
5;502;326;;Kinderklinik EG Foyer Raum E677;;;0;;;
5;502;326;1;;;;0;;;
5;502;326;2;;;;0;;;
5;502;326;3;;;;0;;;
5;502;327;;Kinderklinik EG Elt. Raum E629;;;0;;;
5;502;327;1;;;;0;;;
5;502;328;;Kinderklinik EG Waesche Raum E631;;;0;;;
5;502;328;1;;;;0;;;
5;502;329;;Kinderklinik EG Flur Raum E685;;;0;;;
5;502;329;1;;;;0;;;
5;502;329;2;;;;0;;;
5;502;330;;Kinderklinik EG Flur/Wartez. R. E680;;;0;;;
5;502;330;1;;;;0;;;
5;502;330;2;;;;0;;;
5;502;330;3;;;;0;;;
5;502;330;4;;;;0;;;
5;502;330;5;;;;0;;;
5;502;330;6;;;;0;;;
5;502;331;;Kinderklinik EG Flur Raum  E678;;;0;;;
5;502;331;1;;;;0;;;
5;502;331;2;;;;0;;;
5;502;332;;Kinderklinik EG Flur Raum  E608;;;0;;;
5;502;332;1;;;;0;;;
5;502;332;2;;;;0;;;
5;502;333;;Kinderklinik EG Flur Raum  E676;;;0;;;
5;502;333;1;;;;0;;;
5;502;333;2;;;;0;;;
5;502;334;;Kinderkl. EG Waesche /Archiv E610/E616;;;0;;;
5;502;334;1;;;;0;;;
5;502;334;2;;;;0;;;
5;502;335;;Kinderklinik EG Archiv Raum  E613;;;0;;;
5;502;335;1;;;;0;;;
5;502;336;;Kinderkl. EG Flur/Wartez. R. E682/E684;;;0;;;
5;502;336;1;;;;0;;;
5;502;336;2;;;;0;;;
5;502;336;3;;;;0;;;
5;502;336;4;;;;0;;;
5;502;336;5;;;;0;;;
5;502;336;6;;;;0;;;
5;502;336;7;;;;0;;;
5;502;337;;Kinderklinik EG Lager/Abstellr R. E669;;;0;;;
5;502;337;1;;;;0;;;
5;502;340;;Kinderklinik EG Flur Raum  E688b;;;0;;;
5;502;340;1;;;;0;;;
5;502;341;;Kinderkl. EG Flur/Wartez.R. E688a/E689;;;0;;;
5;502;341;1;;;;0;;;
5;502;341;2;;;;0;;;
5;502;341;3;;;;0;;;
5;502;341;4;;;;0;;;
5;502;388;;Kinderklinik EG Flur Foyer Raum E667;;;0;;;
5;502;388;1;;;;0;;;
5;502;388;2;;;;0;;;
5;502;389;;Kinderkl.EG Flur Raum E.682;;;0;;;
5;502;389;1;;;;0;;;
5;502;390;;Kinderkl.EG Flur Raum E.688a;;;0;;;
5;502;390;1;;;;0;;;
5;502;410;;Kinderklinik EG Flur  Roentgen;;;0;;;
5;502;410;1;;;;0;;;
5;502;411;;Kinderklinik EG Flur  ZwD Roentgen;;;0;;;
5;502;411;1;;;;0;;;
5;502;412;;Kinderklinik EG Raume Roentgen;;;0;;;
5;502;412;1;;;;0;;;
5;502;412;2;;;;0;;;
5;502;412;3;;;;0;;;
5;502;413;;Kinderklinik EG Raum ZwD R.E650;;;0;;;
5;502;413;1;;;;0;;;
5;502;414;;Kinderklinik EG Raum E649b;;;0;;;
5;502;414;1;;;;0;;;
5;503;;;Kinderklinik 1.OG;;;0;5 03;;
5;503;342;;Kinderklinik 1.OG Elt Raum 1.626a;;;0;;;
5;503;342;1;;;;0;;;
5;503;343;;Kinderklinik 1.OG Foyer Raum 1.690;;;0;;;
5;503;343;1;;;;0;;;
5;503;343;2;;;;0;;;
5;503;343;3;;;;0;;;
5;503;344;;Kinderklinik 1.OG Flur Raum 1.692;;;0;;;
5;503;344;1;;;;0;;;
5;503;344;2;;;;0;;;
5;503;344;3;;;;0;;;
5;503;345;;Kinderklinik 1.OG Lager Raum 1.632;;;0;;;
5;503;345;1;;;;0;;;
5;503;346;;Kinderklinik 1.OG FM/EDV Raum 1.621;;;0;;;
5;503;346;1;;;;0;;;
5;503;347;;Kinderklinik 1.OG Geraete Raum 1.655;;;0;;;
5;503;347;1;;;;0;;;
5;503;348;;Kinderkl.1.OG Waesche/Umkl./Flur;;;0;;;
5;503;348;1;Kinderkl.1.OG Umkl.Intensiv R.1.693a;;;0;;;
5;503;348;2;Kinderkl.1.OG Flur Raum 1.692b;;;0;;;
5;503;348;3;Kinderkl.1.OG Flur Raum 1.692b;;;0;;;
5;503;348;4;Kinderkl.1.OG Flur Raum 1.692b;;;0;;;
5;503;348;5;Kinderkl.1.OG Waesche Rein Raum 1.637;;;0;;;
5;503;349;;Kinderkl.1.OG Flur Raum 1.694b;;;0;;;
5;503;349;1;;;;0;;;
5;503;349;2;;;;0;;;
5;503;350;;Kinderkl.1.OG Waesche Rein Raum 1.682;;;0;;;
5;503;350;1;;Waesche-Raum 1.682;;0;;;
5;503;350;2;;Abstellraum 1.660;;0;;;
5;503;350;3;;Geraeteraum 1.683;;0;;;
5;503;351;;Kinderkl.1.OG Flur Raum 1.695;;;0;;;
5;503;351;1;;;;0;;;
5;503;352;;Kinderkl.1.OG Flur Raum 1.606;;;0;;;
5;503;352;6;Kinderkl.1.OG Flur Raum 1.689;;;0;;;
5;503;352;7;Kinderkl.1.OG Flur Raum 1.689;;;0;;;
5;503;353;;Kinderkl.1.OG Flur/Tagesr.1.607/1.608;;;0;;;
5;503;353;1;;;;0;;;
5;503;353;2;;;;0;;;
5;503;354;;Kinderkl.1.OG Flur Raum 1.694;;;0;;;
5;503;354;1;;;;0;;;
5;503;354;2;;;;0;;;
5;503;354;3;;;;0;;;
5;503;354;4;;;;0;;;
5;503;354;5;;;;0;;;
5;503;354;6;;;;0;;;
5;503;355;;Kinderkl.1.OG Flur Raum 1.693;;;0;;;
5;503;355;1;;;;0;;;
5;503;355;2;;;;0;;;
